1591,Sherwood
1592,Bear
1593,Lake Magdalene
1594,Imperial Beach
1595,Goleta
1596,Dana Point
1597,East Palo Alto
1598,Gloucester
1599,Holladay
1600,Dunnellon
1601,Ithaca
1602,Hobart
1603,Chaska
1604,Billerica
1605,Grand Haven
1606,Seaside
1607,Olivehurst
1608,Parkland
1609,Plainview
1610,Palm City
1611,South Lyon
1612,Wasco
1613,Auburndale
1614,Burton
1615,New London
1616,Wantagh
1617,Doylestown Township
1618,Elk Grove Village
1619,Sherwood
1620,Des Moines
1621,Boone
1622,Wilmette
1623,Warminster
1624,Melrose
1625,Easton
1626,Peachtree City
1627,South Brunswick
1628,University Place
1629,Town of Plattsburgh
1630,Warrenton
1631,Sebastopol
1632,Stanton
1633,Kirkwood
1634,South Windsor
1635,Green
1636,Barberton
1637,Granger
1638,Town of Oswego
1639,Sun City West
1640,Ellensburg
1641,Bartow
1642,Salem
1643,University Park
1644,Melrose Park
1645,Madison
1646,Slidell
1647,Garden City
1648,Lower Merion Township
1649,West Windsor
1650,Lebanon
1651,Seatac
1652,Shoreview
1653,Wausau
1654,Fitchburg
1655,Greenacres
1656,Oxford
1657,Matthews
1658,Wadsworth
1659,Bethlehem
1660,Savage
1661,Mc Minnville
1662,Front Royal
1663,Channelview
1664,Hilliard
1665,Bridgeton
1666,Inkster
1667,Clover
1668,Edgewater
1669,Belmont
1670,Mount Airy
1671,North Haven
